@relation 'song-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-V-R16,73,86,92-93,95,99,105-106,108,112-114,117,120-122,124-125,129,136,140,143,146,150,154-157,159-160,164,169,173-174,178'

@attribute pitches2-med numeric
@attribute pitches10-var numeric
@attribute timbre0-med numeric
@attribute timbre1-mean numeric
@attribute timbre1-med numeric
@attribute timbre1-min numeric
@attribute timbre2-mean numeric
@attribute timbre2-krt numeric
@attribute timbre3-mean numeric
@attribute timbre3-var numeric
@attribute timbre3-krt numeric
@attribute timbre4-mean numeric
@attribute timbre4-med numeric
@attribute timbre4-max numeric
@attribute timbre5-mean numeric
@attribute timbre5-med numeric
@attribute timbre5-var numeric
@attribute timbre5-max numeric
@attribute timbre5-skw numeric
@attribute timbre6-var numeric
@attribute timbre7-var numeric
@attribute timbre7-krt numeric
@attribute timbre8-var numeric
@attribute timbre8-skw numeric
@attribute timbre9-var numeric
@attribute timbre9-krt numeric
@attribute timbre10-mean numeric
@attribute timbre10-med numeric
@attribute timbre10-var numeric
@attribute timbre10-max numeric
@attribute timbre10-skw numeric
@attribute timbre11-var numeric
@attribute loudmax-mean numeric
@attribute loudmax-max numeric
@attribute loudmax-skw numeric
@attribute genre {Pop_Rock,Electronic,Rap,Jazz,Latin,RnB,International,Country,Religious,Reggae,Blues,Vocal,Folk,New,Comedy_Spoken,Stage,Easy_Listening,Avant_Garde,Classical,Children,Holiday}

@data
0.542,0.034292,50.9185,-16.0105,-14.9655,-137.955,39.4571,9.733699,-0.463401,848.135,19.962722,-10.522,-10.3165,57.491,-15.4861,-18.5385,463.874,167.39,1.945352,285.144,253.56,10.226981,171.392,-0.34498,155.247,2.148315,0.898546,1.753,167.671,73.705,-0.246337,156.01,-7.2043,-3.157,-6.665673,Pop_Rock
0.31,0.061578,49.5905,43.5935,46.5825,-113.168,12.8987,-0.151833,-8.174,742.47,78.476591,-36.3713,-38.4155,98.562,-28.1336,-31.285,472.423,125.805,1.414061,856.239,365.205,4.688893,438.497,-0.17733,179.757,9.13374,-3.08764,-2.526,169.721,92.637,-0.653644,317.26,-8.12528,-4.242,-5.824408,Pop_Rock
0.472,0.089481,49.2475,53.7039,50.6825,-63.787,-13.5775,-0.378155,8.83501,1627.97,7.402007,1.03088,2.552,97.984,-5.37471,-5.807,1338.78,157.656,-0.138442,550.244,856.892,-0.150529,659.739,-0.014512,434.591,0.042444,-2.10443,-2.339,419.56,98.389,0.142989,400.589,-7.69736,0.644,-2.725202,Rap
0.382,0.09176,40.719,47.2582,46.18,-130.394,83.6229,-0.558708,17.6274,3007.16,2.97966,35.3531,36.789,153.933,-0.629296,-6.816,1523.81,154.473,0.433335,1919.04,540.455,1.297224,565.703,0.347813,351.081,0.877,-2.37835,-2.156,422.791,74.311,0.015676,476.336,-16.7219,-6.076,-1.574475,Religious
0.336,0.05393,41.4325,16.3817,16.678,-178.77,-26.0308,0.123136,-17.4309,1293.72,0.950997,-34.5321,-36.4335,65.192,-7.93408,-14.8235,864.372,140.118,1.349626,642.925,586.386,3.309859,502.767,-0.125889,360.922,1.50201,-3.17223,-2.5345,255.178,66.109,-0.310683,229.352,-14.8152,-1.878,-0.834013,Pop_Rock
0.668,0.050041,52.691,67.4035,66.217,14.809,56.6956,6.27978,0.298435,868.176,93.905622,-40.5562,-40.668,33.012,-27.6923,-28.972,392.3,176.65,6.003692,234.638,157.87,3.742639,120.377,-0.560768,138.982,11.08455,-0.930104,-0.147,145.081,61.742,-3.724712,177.375,-5.46658,-3.533,-1.329239,Pop_Rock
0.262,0.104753,47.616,1.60819,7.7125,-181.299,13.7453,0.719848,2.21003,1199.2,30.093074,-25.1945,-27.0735,63.128,-7.77902,-13.5775,865.135,144.915,1.425853,430.276,359.556,5.501347,635.642,-0.499025,208.336,3.035369,-0.533394,0.225,252.607,59.553,-0.361685,219.926,-9.86746,-3.407,-4.706235,Blues
0.363,0.061204,52.873,-14.2619,-3.707,-204.533,51.9172,2.631002,2.67384,510.808,44.188168,-22.3607,-24.283,62.438,-18.068,-18.844,255.214,136.402,1.359414,162.539,241.742,1.96753,118.1,0.329442,146.041,0.956812,3.93648,3.381,124.928,66.542,-0.741967,90.5497,-6.00843,-1.593,-5.215817,Pop_Rock
0.096,0.114864,42.5185,-24.1121,-24.377,-166.516,14.6467,0.125873,-10.2337,839.49,1.528357,-7.3076,-5.4345,90.253,-16.4923,-18.534,335.674,62.82,0.580458,420.515,370.973,3.429342,322.334,0.019359,211.326,1.701148,2.22122,2.4945,146.774,41.71,-0.747908,268.161,-14.7049,-2.2,-0.753695,Latin
0.399,0.034151,49.7805,53.8058,53.537,-56.818,-6.1552,0.381685,-10.1545,846.873,17.418178,-0.288185,0.676,120.035,-14.1498,-17.8135,798.126,229.635,1.66153,443.16,437.093,2.835207,323.457,0.036405,250.593,1.20964,-1.70571,-1.56,221.068,56.372,-0.820245,209.003,-7.61654,-1.12,-4.74495,Latin
0.172,0.051545,41.407,-14.8329,-19.378,-126.892,6.92644,0.498843,-4.83678,1867.51,2.122269,11.4611,11.051,89.821,-4.87939,-9.1835,933.133,112.46,0.643254,554.001,523.227,1.15487,394.924,0.111327,280.299,0.870362,-2.08282,-1.152,355.425,81.916,-0.29665,377.527,-15.1356,-8.122,-2.388767,Religious
0.184,0.033806,51.2385,55.6901,55.566,-57.143,19.5259,4.249339,-5.49364,532.884,11.866453,-35.6239,-33.149,57.491,-25.2685,-27.8,367.336,53.014,0.713272,392.626,210.37,0.765789,181.459,-0.335785,153.719,1.172604,1.33021,1.0475,174.258,53.496,-0.219159,237.229,-6.95612,-2.278,-4.988093,Pop_Rock
0.328,0.068424,48.5315,37.8767,40.4755,-155.861,32.3817,-0.366125,17.638,2100.61,6.599841,-6.92412,-7.895,79.568,-0.031333,-5.788,1482.52,299.648,1.168058,1488.12,511.586,0.814064,442.14,-0.044067,393.901,0.551239,-0.993454,0.189,475.162,64.076,-0.5203,457.764,-7.68695,-0.326,-3.899697,International
0.338,0.075772,49.226,18.4668,24.785,-197.856,35.1927,-0.246905,15.2673,897.98,7.883518,-5.02864,-8.373,100.707,-24.4789,-25.27,596.855,88.179,0.253526,854.193,298.338,1.841526,217.074,0.404365,207.839,0.511135,6.99965,6.875,185.498,66.012,0.12097,278.539,-8.82117,-2.495,-2.983391,Pop_Rock
0.153,0.095341,48.992,20.3251,20.956,-86.606,18.1745,0.39747,-2.52098,1413.32,1.749407,-14.098,-12.584,80.226,-9.51116,-12.437,677.891,190.005,1.635473,693.225,372.921,3.331147,330.044,0.284129,278.955,2.270739,2.76204,3.929,244.246,47.453,-0.622322,297.9,-8.68096,-3.859,-3.712185,Electronic
0.1985,0.072288,51.0975,30.4806,32.5005,-111.127,10.0148,2.080063,-11.1486,845.971,10.890559,1.73378,2.5935,78.657,-21.1438,-23.408,493.509,238.666,2.880027,340.943,367.289,7.354913,389.819,0.307539,205.817,1.725004,-1.11954,-0.935,193.064,52.396,-0.516578,222.311,-7.312,-1.927,-1.611689,Religious
0.2135,0.101349,48.178,-9.99932,-11.377,-100.042,-17.7859,1.319984,-12.5877,1116.87,19.572939,1.54317,-0.5965,107.401,-19.7274,-22.293,570.18,64.816,0.229666,368.983,352.878,2.656059,233.801,-0.089527,212.717,0.446948,-1.36291,-0.6655,187.366,108.521,-0.197055,164.611,-8.54117,-4.475,-0.89399,Pop_Rock
0.4315,0.099293,49.8905,40.9409,36.2055,-18.067,23.9439,1.380557,-4.72718,581.341,1.058268,-34.6429,-33.1335,51.114,-13.246,-14.8155,418.273,52.311,0.21036,252.816,275.46,0.84317,313.359,-0.140336,148.459,0.245586,-0.910047,0.2175,157.764,32.466,-0.156804,115.886,-9.03634,-1.9,-3.494676,Pop_Rock
0.034,0.03032,22.3345,-93.8285,-101.439,-163.92,-49.3529,-0.820384,-21.1498,735.712,0.00833,20.4173,19.2935,84.208,-20.4899,-25.2985,695.555,93.321,0.947294,243.814,366.725,0.290618,422.503,0.091885,171.599,3.359763,1.18925,1.074,98.8876,37.787,-0.131314,202.02,-34.74,-18.95,-0.208471,New
0.603,0.04681,55.11,7.43311,7.741,-31.66,27.4774,33.979074,-7.91021,281.496,50.573852,-18.8581,-15.617,17.586,-29.4703,-30.808,297.655,79.882,2.331043,120.62,153.5,16.817799,94.964,-0.140189,92.368,2.120725,-0.746456,-0.632,94.7811,46.808,-0.807501,93.4788,-3.46509,-1.197,-4.576618,Pop_Rock
0.3145,0.099494,46.648,2.88535,10.54,-177.038,23.8051,0.750491,3.37135,2673.81,1.462643,-13.8955,-14.353,108.115,11.331,2.221,1630.05,196.562,1.061946,799.304,835.096,1.526371,418.117,0.202097,419.616,1.076088,-6.80559,-5.617,674.836,105.66,0.145595,413.352,-10.5112,-1.571,-1.496423,RnB
0.2,0.101688,48.024,-39.8602,-40.742,-157.818,84.6403,-0.05553,19.5939,749.281,0.88976,-8.73236,-10.823,95.422,-6.62858,-10.878,720.213,235.968,2.126584,296.487,552.832,0.131855,241.088,-0.114415,303.775,1.802336,0.876279,1.595,232.862,57.252,-0.04147,220.203,-10.2923,-5.652,-4.538476,Pop_Rock
0.1715,0.059042,36.9415,28.9277,28.2025,-124.223,33.7388,0.913408,-3.12214,2187.43,1.366237,4.19112,3.8075,100.547,11.7923,6.848,1209.57,128.069,0.598142,928.226,497.982,0.696492,422.5,-0.083393,320.467,0.371941,-10.183,-9.885,428.894,60.834,0.155795,398.429,-19.291,-8.765,-1.124146,RnB
0.408,0.052959,47.97,32.9622,31.655,-48.595,20.0256,4.137613,-5.78889,698.457,6.261168,-26.8604,-25.885,74.347,-13.4999,-17.212,473.342,111.619,1.105602,376.101,223.407,2.288398,324.02,-0.542672,152.314,-0.010057,0.696384,0.983,188.848,57.403,-0.112522,203.3,-9.06308,-3.742,-0.864152,Jazz
0.162,0.151664,46.134,-11.8206,-15.882,-148.698,1.99495,-0.030414,-9.52533,1341.61,7.583833,-20.3726,-20.175,71.213,-4.09393,-6.436,691.247,104.902,0.654643,549.748,550.078,1.678403,414.933,0.119687,419.628,0.455773,-0.723804,0.268,304.491,48.27,-0.304835,247.778,-10.7912,-2.49,-1.140793,Country
0.312,0.09462,47.8415,28.5298,27.638,-82.012,19.0516,1.282329,-3.24634,884.046,1.058912,8.06648,8.4975,102.123,-14.709,-18.174,559.886,205.133,1.884729,565.651,390.306,0.664851,314.749,0.491584,252.785,2.492412,-1.58671,-1.208,240.236,68.075,-0.237246,281.876,-10.799,-2.274,-2.38877,Pop_Rock
0.266,0.032083,43.104,-0.734113,-6.173,-107.563,21.3187,1.702504,13.3657,2024.95,3.10483,-6.4526,-8.7615,149.997,16.2793,12.1125,1381.88,165.857,0.44049,698.315,571.581,0.864171,484.723,0.312117,352.293,1.82984,-0.792388,0.354,532.413,95.302,-0.101812,360.196,-12.4097,-4.399,-2.717094,RnB
0.0615,0.095997,40.97,-18.5416,-30.626,-186.084,-23.1395,3.89839,2.18814,3470.64,8.001344,7.30284,3.841,153.745,-12.1339,-15.137,1423.01,157.621,0.608394,651.046,717.623,2.325867,495.363,-1.123406,337.54,1.026061,0.826048,1.179,324.724,79.899,-0.066924,327.538,-16.5019,-7.328,-2.770636,Pop_Rock
0.184,0.021339,48.949,-2.40088,-2.247,-142.907,-22.5117,1.750892,-9.77134,1773.42,2.414764,-2.50922,-1.424,84.62,-11.6391,-15.24,623.141,134.569,1.135544,903.18,445.609,1.304421,191.234,-0.146004,244.814,0.714268,-5.04696,-5.375,166.52,53.971,0.130548,387.106,-10.8972,-2.65,-2.401164,Pop_Rock
0.213,0.075964,45.581,30.3855,29.638,-85.831,-29.6691,0.639637,-17.5174,1275.73,2.065295,20.4968,18.624,78.693,-0.04322,-0.087,534.622,126.999,0.156854,383.618,445.045,0.386784,324.971,-0.137407,279.335,0.878801,-5.45427,-6.6,177.988,50.386,0.465787,223.315,-10.7383,-2.188,-4.14349,International
0.4675,0.069408,44.617,21.9118,19.478,-132.636,-4.39296,-0.01585,11.7936,2480.12,2.508513,10.8738,5.384,154.713,2.11372,-1.362,1542.18,191.519,0.612846,990.634,1000.48,0.324564,395.663,0.181506,518.426,0.886939,-1.84521,-1.864,556.606,90.904,0.073074,463.402,-11.2956,0.376,-2.01094,Rap
0.116,0.05547,41.5835,-13.8506,-17.95,-121.488,6.94034,0.027938,-7.94318,1741.71,9.124572,13.8837,13.2875,124.423,-7.94514,-13.6385,901.206,182.568,1.042165,758.24,490.829,8.923247,497.383,-0.294774,279.489,0.936549,-0.140154,0.6635,326.51,122.969,-0.112381,395.403,-14.8728,-5.779,-0.751966,Jazz
0.343,0.047856,50.796,44.7709,62.005,-50.69,27.9316,0.337743,-18.4555,343.994,10.229232,-47.9946,-47.697,26.26,-17.5142,-18.891,223.407,96.212,2.71391,282.754,301.109,3.916397,211.062,-0.429434,230.85,3.671688,0.123565,-0.418,98.0589,60.53,0.123829,197.728,-7.9684,-5.572,-8.756415,Pop_Rock
0.186,0.035698,45.158,-8.55603,-14.927,-106.084,40.8516,5.337424,2.95804,2124.49,4.791626,-16.2024,-12.5515,62.417,9.98077,6.924,985.077,186.922,1.192714,821.778,911.598,2.812773,412.204,-0.369862,507.408,2.005637,-7.85971,-7.1845,313.787,63.857,-0.473164,170.611,-11.683,-5.051,-3.34061,Pop_Rock
0.113,0.139774,40.425,-79.5745,-85.72,-170.853,44.1266,1.357592,-6.2752,895.74,5.22875,-60.567,-68.132,57.491,-1.66863,-4.147,394.047,178.194,1.87716,620.019,313.132,6.029839,332.933,-0.121558,222.236,7.974161,-0.725515,0.916,196.325,32.159,-0.843427,194.194,-17.2289,-7.755,-1.35636,Pop_Rock
0.2585,0.104177,47.358,7.51174,8.8585,-153.343,58.6576,6.692966,14.0085,822.714,33.886632,-34.0046,-33.3355,66.779,-9.64391,-11.557,567.949,123.712,0.804856,220.321,316.652,3.222278,228.306,-0.843428,207.925,1.876754,1.16857,1.3685,169.69,105.699,0.504747,132.876,-10.1002,-5.39,-3.874378,Pop_Rock
0.463,0.042717,47.0435,-3.07816,-3.331,-162.609,24.55,1.327204,2.15222,1745.7,7.282251,5.1342,4.9575,125.733,-13.5079,-17.913,807.228,152.261,0.68587,719.757,428.894,2.228468,247.235,-0.103753,290.038,1.296814,-0.251754,0.202,250.421,69.683,0.133457,245.67,-10.5368,-1.327,-2.970216,RnB
0.211,0.103402,50.3345,13.6364,31.7535,-200.933,-7.87241,0.70647,-12.3563,1242.74,31.202603,11.3021,11.2215,105.052,-27.6471,-28.7415,709.496,110.696,0.334471,511.401,310.71,2.229387,256.741,0.404332,166.08,4.0708,0.239492,0.678,173.559,54.439,-0.088611,159.194,-8.63593,-1.303,-2.795352,Electronic
0.234,0.07503,47.898,9.77263,13.862,-250.614,-19.9662,1.134066,5.97589,1937.42,0.202689,-2.37426,-1.614,90.172,6.26208,2.774,1356.9,152.953,0.620303,564.98,1074.31,0.927644,492.891,-0.070757,557.037,0.635029,-6.67646,-7.333,553.301,94.791,0.45447,281.695,-7.80893,-1.38,-4.494753,Pop_Rock
0.661,0.061508,42.4705,-4.39957,-2.382,-206.375,-18.7896,0.020711,23.9337,3196.16,-0.034512,-6.86586,-1.94,102.434,9.80774,2.8775,1714.91,231.671,1.120353,916.112,858.706,1.420854,386.976,-0.580365,561.903,1.019701,-4.34433,-3.03,385.616,58.999,-0.200333,247.92,-12.9375,-2.348,-0.835038,Rap
0.4355,0.040564,45.204,10.4105,-8.5565,-108.018,31.4944,1.762226,3.42261,1935.74,10.17789,-17.5082,-16.4905,86.077,-4.52923,-10.3365,958.157,187.866,0.889182,741.56,470.394,2.570258,610.355,0.23886,359.341,0.995662,-7.69043,-6.7435,307.36,53.185,-0.510512,431.007,-11.4291,-2.784,-2.213963,International
0.084,0.074333,39.873,-75.4809,-68.736,-263.858,-43.4589,1.694071,12.0063,1448.82,-0.080042,-21.1178,-19.055,81.156,-30.4052,-28.76,912.305,82.081,-0.303213,479.274,776.139,-0.554335,340.375,-0.160574,365.668,0.607318,5.77348,6.332,222.226,73.315,-0.151172,277.478,-15.7943,-7.62,-1.19672,Electronic
0.129,0.04153,42.37,-62.0675,-72.577,-191.336,3.82002,4.927884,-9.94028,1647.42,0.462484,0.824741,-1.105,96.958,-12.1112,-15.863,753.945,92.154,0.850625,473.187,477.288,1.472783,606.914,0.47008,324.191,0.363508,0.446811,2.22,272.768,64.331,-0.381329,330.626,-14.5887,-3.963,-0.480064,Vocal
0.114,0.128488,40.554,17.6921,5.025,-127.232,31.3944,2.271974,-11.6267,2681.2,5.427529,48.0872,48.306,116.441,-2.71933,-8.288,1025.31,126.089,0.949254,1199.02,546.969,1.517482,628.607,-0.226375,376.777,0.427883,4.46894,5.974,423.737,72.104,-0.318759,554.565,-16.9851,-9.453,-2.367233,Blues
0.2725,0.074038,53.158,71.4803,71.807,-167.981,46.4082,1.062428,10.7713,2009.37,13.44118,-3.23603,-2.476,75.077,-1.41466,-11.1005,1199.77,177.222,1.260577,467.892,360.714,1.129012,120.793,-0.841451,231.421,1.81201,-2.22129,-0.886,315.317,52.866,-0.536854,174.518,-4.31555,-0.942,-3.911458,Latin
0.322,0.043408,50.108,-16.8406,2.4145,-298.665,7.29098,2.190075,2.38141,2075.69,8.514551,4.06409,-0.7945,201.794,-4.52451,-13.3635,1584.02,235.993,1.710801,771.232,601.629,4.049775,472.719,-0.045125,379.008,1.631972,-0.942414,-0.629,367.236,164.584,0.395648,389.895,-8.6454,0.146,-2.372253,Latin
0.132,0.079094,48.496,16.4188,9.696,-137.864,-5.53229,1.749213,3.13007,2530.62,3.266881,5.07336,6.82,120.753,2.80371,-6.886,1687.88,195.533,1.645514,668.391,754.458,0.416749,275.688,-0.579129,475.153,1.085332,-1.57635,-1.701,525.966,98.053,-0.170837,274.781,-7.4098,-1.109,-1.105914,Pop_Rock
0.13,0.029345,47.057,-24.6239,-7.576,-215.672,21.2552,-0.376229,-19.3424,1498.33,2.670468,-10.4442,-8.595,155.335,-16.1697,-18.61,321.332,45.606,0.63051,1220.82,530.853,1.948334,676.527,0.389076,250.926,2.487063,-2.59572,-1.13,207.144,49.049,-0.473329,470.742,-11.8704,-1.956,-2.516075,Pop_Rock
0.372,0.099391,50.637,46.1983,50.346,-89.922,43.3996,0.765493,-6.65,706.388,95.821012,-9.09206,-9.159,82.668,-19.2763,-20.764,214.962,48.859,0.506859,504.223,217.09,3.315837,225.243,-0.183733,121.301,3.69026,-2.35544,-2.124,218.779,50.872,-4.007753,216.476,-7.7583,-4.224,-2.157982,Pop_Rock
0.069,0.119427,45.303,-47.1443,-46.933,-215.041,31.3233,0.712202,-3.41495,1451.77,0.408327,23.3555,21.797,153.507,-11.2327,-13.347,552.167,104.06,0.896321,1048.96,546.792,1.248625,444.78,0.17904,310.137,2.683531,3.7352,4.583,282.838,77.388,-0.005522,479.001,-13.738,-1.873,-1.315166,Pop_Rock
0.142,0.088578,45.381,-42.5186,-41.739,-309.112,-17.3365,0.066095,11.1309,3250.69,2.297777,23.3138,22.272,144.25,-14.0002,-18.164,1289.38,201.324,0.831186,758.779,756.373,1.223278,454.24,0.04911,478.075,1.234322,2.43985,3.346,444.875,78.446,-0.200299,313.934,-10.7802,-4.083,-2.856542,Pop_Rock
0.242,0.075952,52.461,18.0005,21.105,-135.619,22.8409,1.41842,-9.27317,509.045,24.153637,-34.8065,-30.289,57.491,-24.4026,-26.1885,343.162,218.66,4.107196,466.442,167.681,17.96995,235.02,0.186461,121.113,11.176256,-2.68698,-2.4825,105.414,26.812,-0.568277,298.964,-6.72979,-1.515,-3.822088,Pop_Rock
0.204,0.08268,30.738,-39.3351,-43.009,-158.299,-9.38909,-0.012054,7.70278,2721.91,1.799154,6.76323,5.653,81.02,10.3189,2.975,1591.78,240.391,1.376586,766.655,459.377,2.457644,558.294,0.326811,348.591,-0.112139,6.65495,7.282,480.247,73.257,-0.408431,264.075,-24.7824,-10.752,-1.688675,Blues
0.0515,0.036587,46.497,-19.4176,-21.5145,-151.442,-20.9975,0.680503,-7.55198,1984.16,9.797465,2.05684,1.994,109.105,5.30891,0.446,1191.08,125.246,0.703383,876.638,612.489,1.49038,444.49,-0.225884,443.017,0.241593,-2.53482,-1.9835,326.706,54.662,-0.136662,288.928,-9.78042,-2.276,-2.454834,Pop_Rock
0.176,0.099546,45.759,55.4313,54.511,-34.916,30.3869,4.4839,2.19963,841.043,2.957518,6.18692,6.6015,135.219,-10.3439,-16.405,896.241,154.204,1.771907,836.387,343.451,1.237411,280.744,-0.095196,196.218,0.524442,-2.38223,-1.6965,225.767,80.436,0.248671,380.327,-13.0689,-6.014,-3.382762,Pop_Rock
0.2,0.036111,39.306,-10.3486,-16.258,-103.324,67.3346,0.107185,18.4654,1968.98,15.466017,24.5906,27.713,127.191,-2.32534,-7.69,973.358,121.9,0.578747,1196.15,585.91,4.429979,491.498,0.104072,372.407,0.792779,-3.40303,-3.012,209.525,35.893,-0.531768,382.091,-17.4376,-7.629,-2.488803,RnB
0.225,0.073958,50.305,10.7661,13.037,-93.426,31.4441,0.78894,-1.3144,774.294,3.680493,-28.0708,-26.793,57.491,-6.18855,-9.723,636.155,201.238,1.127624,593.461,358.634,1.07102,259.938,0.058667,227.6,0.349761,-0.429969,0.043,199.783,39.094,-0.824165,234.612,-7.35369,-2.879,-6.449571,Pop_Rock
0.185,0.075089,26.365,-138.325,-145.619,-225.79,-42.6732,-0.274027,-6.30205,809.622,2.950828,37.0214,38.35,116.45,-15.3661,-23.046,948.99,84.034,0.807041,405.576,393.065,0.247456,229.215,0.035511,397.648,0.876599,8.46672,9.262,116.886,47.316,-0.246572,205.849,-29.6237,-18.21,-0.83516,Latin
0.201,0.11376,40.137,-16.7092,-11.9135,-203.749,2.13195,0.460156,1.10118,997.819,16.777079,25.4126,27.295,98.222,-16.8413,-20.1535,645.075,196.519,0.682035,411.267,494.725,1.577852,400.158,-0.270647,269.285,1.455904,1.5083,1.2895,151.521,56.293,-0.013446,316.241,-16.7502,-8.366,-2.142382,Pop_Rock
0.114,0.045195,40.535,-10.7805,-24.49,-137.158,62.1121,-0.071176,6.01686,1089.18,3.198157,-2.01961,-2.815,73.877,-2.59686,-5.8,437.446,93.285,0.577073,670.867,370.428,1.20146,383.906,0.598508,236.323,1.464054,2.97973,3.62,158.311,43.636,-0.610898,293.978,-17.0951,-8.086,-2.262006,Pop_Rock
0.243,0.053644,51.204,23.9282,22.725,-72.07,33.9153,2.329195,8.25518,1569.01,7.23862,-0.207384,0.297,98.204,-10.3737,-19.093,1152.74,169.028,1.860493,425.689,640.672,2.248994,270.307,0.142689,402.521,4.005812,2.00438,1.677,328.223,70.756,-1.077871,177.242,-6.40876,-1.599,-5.339437,Pop_Rock
0.285,0.105643,39.0535,-24.7851,-29.832,-136.611,25.7846,0.087181,3.71394,1614.29,9.397915,-17.3859,-19.8315,68.844,-5.12029,-9.401,772.384,165.822,0.511507,403.884,550.768,1.175533,394.431,0.088232,363.262,1.118987,1.45783,2.775,233.594,61.768,-0.586442,214.852,-17.4252,-5.481,-1.594573,Vocal
0.1915,0.069555,39.3915,-30.5439,-34.293,-175.069,-18.0616,-0.172943,-17.5862,863.888,0.892659,-5.48468,-6.8905,120.617,-18.1226,-22.491,549.209,90.303,1.003069,602.66,426.744,0.717898,471.485,-0.023235,293.264,0.67012,-0.167643,-0.327,169.811,50.202,0.185836,406.421,-19.0101,-7.261,-1.730305,Pop_Rock
0.327,0.087252,50.248,13.9351,14.656,-127.422,20.5045,6.468558,6.47692,1261.93,71.505604,-40.6417,-32.674,57.491,-25.976,-26.415,396.126,110.785,1.978716,270.982,491.948,4.946012,177.274,-0.150576,206.481,1.323347,0.424963,-1.193,288.89,86.004,-1.549175,105.245,-7.72194,-3.262,-7.740481,Pop_Rock
0.505,0.075289,37.54,-60.0476,-63.778,-189.26,13.9282,0.406713,5.67443,814.388,7.625137,3.22395,3.197,113.09,-18.1087,-20.396,609.139,126.047,0.983525,975.071,459.884,0.542857,1036.57,-0.325486,321.12,1.041684,3.83525,4.064,171.22,78.998,0.089246,998.016,-19.8139,-6.679,-2.148521,Jazz
0.26,0.073342,43.717,1.47811,-17.594,-85.015,134.731,-0.341954,5.43127,9408.51,1.710366,25.0797,24.25,109.587,10.0396,-6.781,1720.25,143.303,1.468219,1187.69,780.56,2.295951,1108.89,0.37845,1009.59,3.434512,-5.41989,2.021,1397.63,50.959,-2.612722,754.268,-15.1732,-9.928,-4.38745,Religious
0.208,0.111365,42.656,-31.9517,-33.666,-180.62,14.3663,1.690388,4.3828,1972.02,4.685446,9.5553,10.364,98.175,-2.91808,-9.101,1016.92,165.331,0.960325,408.957,527.029,1.203188,317.422,-0.51608,367.409,1.711856,0.307508,0.624,355.828,68.836,-0.357496,303.344,-14.5019,-6.775,-2.993457,Pop_Rock
0.485,0.034909,46.0205,54.2903,56.4435,-57.172,27.7416,2.212638,0.23475,731.903,2.147453,-5.06117,-3.4895,139.303,-15.8169,-18.4685,487.232,81.717,0.765564,695.924,208.543,1.397139,354.87,-0.157993,170.708,0.826416,0.920387,1.5955,172.562,43.771,-0.284623,401.992,-12.7659,-5.472,-3.315646,Pop_Rock
0.185,0.044942,36.062,-31.1055,-28.281,-231.65,-25.6886,-0.17384,2.85761,1448.07,1.173805,2.90072,-1.762,173.496,-17.5872,-21.125,852.297,108.25,0.861181,635.677,767.303,0.082015,510.117,0.039831,332.622,1.562253,3.14471,3.091,241.076,78.761,-0.019229,519.561,-20.5008,-7.203,-1.252338,Jazz
0.2365,0.048996,51.725,11.6443,9.75,-59.217,21.3836,8.145881,0.141506,1157.14,42.397782,-28.4584,-26.581,33.121,-23.5251,-25.4565,486.962,141.781,0.983555,362.666,228.7,4.575873,287.906,0.108946,163.746,6.597419,-0.074928,-0.422,162.193,90.935,1.008825,166.97,-6.62933,-1.698,-3.307083,Pop_Rock
0.197,0.047784,48.379,55.6377,58.581,-24.029,30.759,0.474065,-3.80288,356.883,49.496615,-20.7366,-21.23,57.491,-16.1085,-18.457,255.092,153.568,1.674564,346.496,165.982,0.652278,140.403,0.20197,125.94,5.891458,-3.90665,-3.361,74.0929,30.031,-0.120678,189.063,-10.0531,-5.206,-6.209903,Pop_Rock
0.472,0.066054,46.306,20.7486,15.395,-148.536,42.8233,1.354093,6.61739,1589.96,9.540552,-3.31852,-1.251,93.567,-2.67097,-6.188,651.385,86.825,-0.020086,720.251,848.568,4.212106,590.671,0.319398,486.255,1.82106,1.56424,3.063,261.583,71.627,-0.443525,278.235,-11.2703,-2.666,-1.087404,Pop_Rock
0.598,0.094633,43.72,14.2665,20.325,-150.683,-34.1306,0.73943,3.01401,2825.57,1.485971,-4.96605,-4.2495,106.298,7.11967,3.031,1189.67,141.748,0.444358,886.481,1348.05,0.656418,405.723,0.349871,640.993,0.689793,-7.53317,-8.709,579.659,66.39,0.149956,303.363,-11.4911,-1.779,-1.1125,Rap
0.057,0.03895,33.8435,-135.558,-143.19,-219.752,-70.2749,1.566326,-30.8709,1519.29,1.962673,-51.2017,-56.073,57.491,10.0818,7.9955,1380.22,180.41,0.832097,369.332,1000.08,4.451757,408.65,-0.689967,266.026,5.55429,-4.41892,-6.7455,255.595,54.767,1.018752,104.385,-22.4041,-14.624,-2.493139,Pop_Rock
0.711,0.0529,47.563,-26.2612,-29.072,-109.175,69.4694,8.174944,3.91944,603.791,62.5638,-24.5026,-25.14,69.892,-18.8452,-20.288,133.147,72.417,1.826045,240.551,281.321,10.288681,169.367,-0.006223,135.814,1.042162,-3.49842,-3.244,112.062,65.919,-0.791199,147.579,-10.7051,-5.755,-4.736836,Pop_Rock
